platform,product_id,name,current_price,original_price,rating,review_count,store_name,category,crawled_at
Amazon,AMZ_0000,Product 0 - Sample Item,780.3532317523568,127.25845736961129,4.284063292308575,886,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0001,Product 1 - Sample Item,1903.8928974993364,1421.9182801044901,3.1682799299900974,9193,Amazon Store,Clothing,2026-02-10 20:08:10
Amazon,AMZ_0002,Product 2 - Sample Item,1477.3881865322398,732.7217995033391,3.3232574281892275,7037,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0003,Product 3 - Sample Item,1217.3840441842215,1148.341279092464,4.797108377054158,4152,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0004,Product 4 - Sample Item,354.2363488627512,2002.192254201839,4.21285811931918,6976,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0005,Product 5 - Sample Item,354.1893146555952,593.4853703785924,3.018394103233259,7089,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0006,Product 6 - Sample Item,163.26304372798893,938.2194552962476,3.2029430857320644,7997,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0007,Product 7 - Sample Item,1739.0434842611237,1676.8794364821242,4.327003538216111,6809,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0008,Product 8 - Sample Item,1222.1742728992572,549.628074152072,3.0101231676924374,4475,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0009,Product 9 - Sample Item,1430.7415267022886,224.737007033617,3.321616102834997,645,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0010,Product 10 - Sample Item,90.13976387681477,680.0681092354636,4.0974675787331725,1703,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0011,Product 11 - Sample Item,1941.3242117158889,405.0135547235695,4.383790395385386,9884,Amazon Store,Clothing,2026-02-10 20:08:10
Amazon,AMZ_0012,Product 12 - Sample Item,1673.2631495608223,2049.5529760131067,4.3039225190052015,4762,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0013,Product 13 - Sample Item,464.0612658226385,1789.3776122678523,3.44853861892112,8321,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0014,Product 14 - Sample Item,404.5586860538462,1415.4840389323062,4.4243584426950715,840,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0015,Product 15 - Sample Item,407.63879421419597,1924.925663001716,3.4744981749936,5187,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0016,Product 16 - Sample Item,643.2723737710986,1779.858244564105,3.6507993963185355,9571,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0017,Product 17 - Sample Item,1073.275041682864,459.2599260161167,4.4929828102360485,8942,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0018,Product 18 - Sample Item,892.2927863521257,1970.0762567685524,4.29926579809443,8318,Amazon Store,Clothing,2026-02-10 20:08:10
Amazon,AMZ_0019,Product 19 - Sample Item,617.8968233861817,1214.1923976994926,4.698446820988356,5959,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0020,Product 20 - Sample Item,1243.11314470864,1787.9219320510938,4.3152257846006865,2848,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0021,Product 21 - Sample Item,322.0130282714816,1977.6353818362754,4.136617206670943,1160,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0022,Product 22 - Sample Item,619.6820646436754,740.5274364397887,3.187349535656185,7570,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0023,Product 23 - Sample Item,764.4055944226989,295.51111848922824,3.7354316061188673,1941,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0024,Product 24 - Sample Item,939.3364692232201,547.7812478397552,3.530404735363451,9214,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0025,Product 25 - Sample Item,1581.0931247163765,974.0106676601885,3.487979286758167,1674,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0026,Product 26 - Sample Item,439.36387520880146,1810.5515990741353,4.946021109504891,1091,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0027,Product 27 - Sample Item,1052.7571549065426,1901.963448168575,3.786195449333521,522,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0028,Product 28 - Sample Item,1205.2084092809828,74.8775593367481,4.784093110354227,7815,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0029,Product 29 - Sample Item,140.57830480399556,1152.9992275159907,4.262277251994526,5247,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0030,Product 30 - Sample Item,1234.7124612078048,953.259546738387,4.589622607083297,569,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0031,Product 31 - Sample Item,382.5220411902185,535.3107144073628,4.005274186210384,3682,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0032,Product 32 - Sample Item,176.85060632129506,316.5118860940812,4.153807769252718,7414,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0033,Product 33 - Sample Item,1900.3267976439997,782.4964668037638,3.985035387637728,3353,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0034,Product 34 - Sample Item,1932.9824644953908,2077.826766372791,3.390485975596089,4080,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0035,Product 35 - Sample Item,1626.3748288270992,751.6542745244162,4.444904230523011,9672,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0036,Product 36 - Sample Item,643.9968498880728,1170.2119305308036,3.5615447248817116,590,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0037,Product 37 - Sample Item,240.46062231244855,1564.4605720356806,3.0486319328629077,7014,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0038,Product 38 - Sample Item,1384.254401698706,838.1673490916892,4.290944591814336,8140,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0039,Product 39 - Sample Item,908.2973627922225,2139.613657022856,3.354221358814098,3157,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0040,Product 40 - Sample Item,287.9745579473187,2119.637211176118,4.880917168705828,4259,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0041,Product 41 - Sample Item,1015.5949747169768,598.8141130662793,4.907857154005175,1689,Amazon Store,Electronics,2026-02-10 20:08:10
Amazon,AMZ_0042,Product 42 - Sample Item,117.05761617467587,1124.111802609705,4.829728780440897,3516,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0043,Product 43 - Sample Item,1823.174784053625,703.879583007887,3.7403174005108886,7263,Amazon Store,Books,2026-02-10 20:08:10
Amazon,AMZ_0044,Product 44 - Sample Item,554.620964120033,669.5586579677807,3.030913233057735,2754,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0045,Product 45 - Sample Item,1341.9184544902648,138.9380673387002,4.8566371251754505,9445,Amazon Store,Clothing,2026-02-10 20:08:10
Amazon,AMZ_0046,Product 46 - Sample Item,657.8365983743514,1364.4676747169792,3.8563682966346287,5198,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0047,Product 47 - Sample Item,1064.132641296731,1135.7331097097635,4.933309638087339,2151,Amazon Store,Sports,2026-02-10 20:08:10
Amazon,AMZ_0048,Product 48 - Sample Item,1116.0850447193952,170.1645276749772,4.927239954178505,6627,Amazon Store,Home,2026-02-10 20:08:10
Amazon,AMZ_0049,Product 49 - Sample Item,410.4661882747777,656.3034334663485,4.70601891093472,2489,Amazon Store,Books,2026-02-10 20:08:10
JD.com,JD_0000,Product 50 - Sample Item,1940.6900241408891,2003.688995968639,3.5888977841391716,6494,JD Store,Electronics,2026-02-10 20:08:10
JD.com,JD_0001,Product 51 - Sample Item,1561.5090055541734,572.6624460273209,3.7701954572038505,9837,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0002,Product 52 - Sample Item,1882.0229360501687,370.0750262752174,4.702273343033713,7431,JD Store,Home,2026-02-10 20:08:10
JD.com,JD_0003,Product 53 - Sample Item,1794.9133333339153,1107.4289069939848,3.633844010312555,9959,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0004,Product 54 - Sample Item,1215.904958681616,2169.2919717966856,3.338985493372185,4462,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0005,Product 55 - Sample Item,1847.6547582950777,577.9982810346108,4.1136025249167005,5891,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0006,Product 56 - Sample Item,222.560379001243,1498.3700714485801,4.872309548321562,6675,JD Store,Electronics,2026-02-10 20:08:10
JD.com,JD_0007,Product 57 - Sample Item,432.16658171733314,1689.8659768034556,4.392059593349946,2859,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0008,Product 58 - Sample Item,138.19321337554925,568.5443441437353,4.1401223401787295,7400,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0009,Product 59 - Sample Item,684.3941449883655,1618.3829860293795,3.194352987541537,6915,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0010,Product 60 - Sample Item,807.92071489449,847.0559040192019,4.23001445339834,2499,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0011,Product 61 - Sample Item,579.130611959097,1413.13447747026,4.980107700208526,9833,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0012,Product 62 - Sample Item,1666.0381428462622,1415.7535810283146,3.280168030473048,9217,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0013,Product 63 - Sample Item,745.6689870524991,1206.557823919983,4.036659304727474,9550,JD Store,Home,2026-02-10 20:08:10
JD.com,JD_0014,Product 64 - Sample Item,597.8222938903925,253.22010791643376,4.754746143855911,4621,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0015,Product 65 - Sample Item,1108.2573621585846,1847.5473405609694,4.481537235508409,2849,JD Store,Home,2026-02-10 20:08:10
JD.com,JD_0016,Product 66 - Sample Item,324.80223870078714,746.4693390395147,4.394031481990536,8537,JD Store,Home,2026-02-10 20:08:10
JD.com,JD_0017,Product 67 - Sample Item,1614.2841124703773,459.14961225568806,4.404968167974219,5888,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0018,Product 68 - Sample Item,195.3737551755531,147.25880292719478,3.7189823024395103,9097,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0019,Product 69 - Sample Item,1974.4295263710087,1324.5108984228375,3.5871836885289867,6313,JD Store,Electronics,2026-02-10 20:08:10
JD.com,JD_0020,Product 70 - Sample Item,1555.877300128482,1509.9877343424844,4.618722310957027,861,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0021,Product 71 - Sample Item,437.4955789916362,95.49795390561216,4.6202267893583615,1697,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0022,Product 72 - Sample Item,60.768128391024675,1155.8791447604613,4.734144637160208,6843,JD Store,Books,2026-02-10 20:08:10
JD.com,JD_0023,Product 73 - Sample Item,1640.1497854869267,544.7009589235872,4.826481105112943,2437,JD Store,Electronics,2026-02-10 20:08:10
JD.com,JD_0024,Product 74 - Sample Item,1428.3718205028533,1440.6697714762226,4.022684797721876,9770,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0025,Product 75 - Sample Item,1471.5639776799253,433.14415807068167,4.003032589374399,4010,JD Store,Sports,2026-02-10 20:08:10
JD.com,JD_0026,Product 76 - Sample Item,1553.9771760375943,1538.6067595392772,4.59659035793355,5062,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0027,Product 77 - Sample Item,194.3870708814762,887.61364108315,4.29992786155553,2748,JD Store,Electronics,2026-02-10 20:08:10
JD.com,JD_0028,Product 78 - Sample Item,749.0081706613316,2064.6021758966117,4.403933754515407,5742,JD Store,Clothing,2026-02-10 20:08:10
JD.com,JD_0029,Product 79 - Sample Item,275.94466607400295,354.29482047242556,4.591585338872202,5397,JD Store,Home,2026-02-10 20:08:10
JD.com,JD_0030,Product 80 - Sample Item,1733.0516804574074,789.8819912475532,4.780010683635132,8012,JD Store,Clothing,2026-02-10 20:08:10
